,filename,label,probability
0,764700201_61_6_right.png,Lion,0.23900055885314941
1,1121900300_31_8_right.png,Eagle,0.4043738543987274
2,1587300602_26_2_right.png,Eagle,0.1758955419063568
3,1274000200_114_3_right.png,Human,0.3123309910297394
4,1121900300_48_5_right.png,Human,0.4744623899459839
5,1274000200_110_2_left.png,Griffin,0.4570011496543884
6,1121900300_42_2_right.png,Bull,0.2973079979419708
7,1587300601_44_6_right.png,Horse,0.2521309554576874
8,1274000200_110_3_left.png,Lion,0.2843943238258362
9,1121900300_62_7_right.png,Lion,0.18427494168281555
10,764700201_28_1_left.png,Griffin,0.32279708981513977
11,1274000200_127_3_left.png,Human,0.28439077734947205
12,1274000200_106_4_left.png,Horse,0.12772183120250702
13,117500500_99_4_right.png,Human,0.32019275426864624
14,117500500_54_7_right.png,Eagle,0.24533416330814362
15,117500500_106_3_left.png,Horse,0.27652230858802795
16,117500500_99_2_left.png,Lion,0.22275567054748535
17,186600401_58_8_right.png,Horse,0.31255337595939636
18,1274000200_106_5_left.png,Lion,0.43551936745643616
19,1097700100_34_1_left.png,Lion,0.3559906780719757
20,1274000200_127_2_left.png,Griffin,0.3177722692489624
21,117500500_99_3_left.png,Horse,0.1682569831609726
22,1712301301_104_1_left.png,Griffin,0.499661386013031
23,117500500_106_2_left.png,Horse,0.3036952316761017
24,1014800300_24_6_right.png,Eagle,0.15363851189613342
25,186600401_90_6_left.png,Griffin,0.748448371887207
26,1587300602_3_2_left.png,Angel,0.7238032817840576
27,1014800300_14_5_right.png,Griffin,0.2215227335691452
28,117500500_83_5_right.png,Human,0.27812474966049194
29,764700201_50_4_left.png,Human,0.48957550525665283
30,1587300602_9_7_right.png,Griffin,0.19745446741580963
31,1587300601_31_4_left.png,Lion,0.7083300352096558
32,1121900300_25_1_left.png,Eagle,0.2155885249376297
33,764700201_50_5_left.png,Lion,0.3678162097930908
34,186600401_90_7_left.png,Eagle,0.20499694347381592
35,1587300602_3_3_left.png,Lion,0.6233182549476624
36,117500500_64_4_right.png,Dog,0.23519442975521088
37,1587300601_31_5_left.png,Eagle,0.5906073451042175
38,117500500_89_2_right.png,Lion,0.17625635862350464
39,1587300601_27_2_left.png,Bull,0.20168310403823853
