book_id,image_name,kingdom
1121900300,1121900300_105_1_left,en
1121900300,1121900300_105_1_right,en
1121900300,1121900300_107_1_left,en
1121900300,1121900300_107_1_right,en
1121900300,1121900300_108_1_left,en
1121900300,1121900300_108_1_right,en
1121900300,1121900300_108_2_left,en
1121900300,1121900300_108_2_right,en
1121900300,1121900300_109_1_left,en
1121900300,1121900300_109_1_right,en
1121900300,1121900300_10_1_left,en
1121900300,1121900300_10_1_right,en
1121900300,1121900300_10_2_left,en
1121900300,1121900300_10_2_right,en
1121900300,1121900300_10_3_left,en
1121900300,1121900300_10_3_right,en
1121900300,1121900300_10_4_left,en
1121900300,1121900300_10_4_right,en
1121900300,1121900300_113_1_left,en
1121900300,1121900300_113_1_right,en
1121900300,1121900300_117_1_left,sc
1121900300,1121900300_117_1_right,sc
1121900300,1121900300_11_1_left,en
1121900300,1121900300_11_1_right,en
1121900300,1121900300_11_2_left,en
1121900300,1121900300_11_2_right,en
1121900300,1121900300_11_3_left,en
1121900300,1121900300_11_3_right,en
1121900300,1121900300_11_4_left,en
1121900300,1121900300_11_4_right,en
1121900300,1121900300_11_5_left,en
1121900300,1121900300_11_5_right,en
1121900300,1121900300_11_6_left,en
1121900300,1121900300_11_6_right,en
1121900300,1121900300_11_7_left,en
1121900300,1121900300_11_7_right,en
1121900300,1121900300_11_8_left,en
1121900300,1121900300_11_8_right,en
1121900300,1121900300_12_1_left,en
1121900300,1121900300_12_1_right,en
1121900300,1121900300_12_2_left,en
1121900300,1121900300_12_2_right,en
1121900300,1121900300_12_3_left,en
1121900300,1121900300_12_3_right,en
1121900300,1121900300_12_4_left,en
1121900300,1121900300_12_4_right,en
1121900300,1121900300_12_5_left,en
1121900300,1121900300_12_5_right,en
1121900300,1121900300_12_6_left,en
1121900300,1121900300_12_6_right,en
1121900300,1121900300_12_7_left,en
1121900300,1121900300_12_7_right,en
1121900300,1121900300_12_8_left,en
1121900300,1121900300_12_8_right,en
1121900300,1121900300_14_1_left,en
1121900300,1121900300_14_1_right,en
1121900300,1121900300_14_2_left,en
1121900300,1121900300_14_2_right,en
1121900300,1121900300_14_3_left,en
1121900300,1121900300_14_3_right,en
1121900300,1121900300_14_4_left,en
1121900300,1121900300_14_4_right,en
1121900300,1121900300_14_5_left,en
1121900300,1121900300_14_5_right,en
1121900300,1121900300_14_6_left,en
1121900300,1121900300_14_6_right,en
1121900300,1121900300_14_7_left,en
1121900300,1121900300_14_7_right,en
1121900300,1121900300_14_8_left,en
1121900300,1121900300_14_8_right,en
1121900300,1121900300_15_1_left,en
1121900300,1121900300_15_1_right,en
1121900300,1121900300_15_2_left,en
1121900300,1121900300_15_2_right,en
1121900300,1121900300_15_3_left,en
1121900300,1121900300_15_3_right,en
1121900300,1121900300_15_4_left,en
1121900300,1121900300_15_4_right,en
1121900300,1121900300_15_5_left,en
1121900300,1121900300_15_5_right,en
1121900300,1121900300_15_6_left,en
1121900300,1121900300_15_6_right,en
1121900300,1121900300_15_7_left,en
1121900300,1121900300_15_7_right,en
1121900300,1121900300_15_8_left,en
1121900300,1121900300_15_8_right,en
1121900300,1121900300_16_1_left,en
1121900300,1121900300_16_1_right,en
1121900300,1121900300_16_2_left,en
1121900300,1121900300_16_2_right,en
1121900300,1121900300_16_3_left,en
1121900300,1121900300_16_3_right,en
1121900300,1121900300_16_4_left,en
1121900300,1121900300_16_4_right,en
1121900300,1121900300_16_5_left,en
1121900300,1121900300_16_5_right,en
1121900300,1121900300_16_6_left,en
1121900300,1121900300_16_6_right,en
1121900300,1121900300_16_7_left,en
1121900300,1121900300_16_7_right,en
1121900300,1121900300_16_8_left,en
1121900300,1121900300_16_8_right,en
1121900300,1121900300_19_1_left,en
1121900300,1121900300_19_1_right,en
1121900300,1121900300_19_2_left,en
1121900300,1121900300_19_2_right,en
1121900300,1121900300_19_3_left,en
1121900300,1121900300_19_3_right,en
1121900300,1121900300_19_4_left,en
1121900300,1121900300_19_4_right,en
1121900300,1121900300_19_5_left,en
1121900300,1121900300_19_5_right,en
1121900300,1121900300_19_6_left,en
1121900300,1121900300_19_6_right,en
1121900300,1121900300_19_7_left,en
1121900300,1121900300_19_7_right,en
1121900300,1121900300_19_8_left,en
1121900300,1121900300_19_8_right,en
1121900300,1121900300_20_1_left,en
1121900300,1121900300_20_1_right,en
1121900300,1121900300_20_2_left,en
1121900300,1121900300_20_2_right,en
1121900300,1121900300_20_3_left,en
1121900300,1121900300_20_3_right,en
1121900300,1121900300_20_4_left,en
1121900300,1121900300_20_4_right,en
1121900300,1121900300_20_5_left,en
1121900300,1121900300_20_5_right,en
1121900300,1121900300_20_6_left,en
1121900300,1121900300_20_6_right,en
1121900300,1121900300_20_7_left,en
1121900300,1121900300_20_7_right,en
1121900300,1121900300_20_8_left,en
1121900300,1121900300_20_8_right,en
1121900300,1121900300_22_1_left,en
1121900300,1121900300_22_1_right,en
1121900300,1121900300_22_2_left,en
1121900300,1121900300_22_2_right,en
1121900300,1121900300_22_3_left,en
1121900300,1121900300_22_3_right,en
1121900300,1121900300_22_4_left,en
1121900300,1121900300_22_4_right,en
1121900300,1121900300_22_5_left,en
1121900300,1121900300_22_5_right,en
1121900300,1121900300_22_6_left,en
1121900300,1121900300_22_6_right,en
1121900300,1121900300_22_7_left,en
1121900300,1121900300_22_7_right,en
1121900300,1121900300_22_8_left,en
1121900300,1121900300_22_8_right,en
1121900300,1121900300_23_1_left,en
1121900300,1121900300_23_1_right,en
1121900300,1121900300_23_2_left,en
1121900300,1121900300_23_2_right,en
1121900300,1121900300_23_3_left,en
1121900300,1121900300_23_3_right,en
1121900300,1121900300_23_4_left,en
1121900300,1121900300_23_4_right,en
1121900300,1121900300_23_5_left,en
1121900300,1121900300_23_5_right,en
1121900300,1121900300_23_6_left,en
1121900300,1121900300_23_6_right,en
1121900300,1121900300_23_7_left,en
1121900300,1121900300_23_7_right,en
1121900300,1121900300_23_8_left,en
1121900300,1121900300_23_8_right,en
1121900300,1121900300_24_1_left,en
1121900300,1121900300_24_1_right,en
1121900300,1121900300_25_1_left,en
1121900300,1121900300_25_1_right,en
1121900300,1121900300_25_2_left,en
1121900300,1121900300_25_2_right,en
1121900300,1121900300_25_3_left,en
1121900300,1121900300_25_3_right,en
1121900300,1121900300_25_4_left,en
1121900300,1121900300_25_4_right,en
1121900300,1121900300_25_5_left,en
1121900300,1121900300_25_5_right,en
1121900300,1121900300_25_6_left,en
1121900300,1121900300_25_6_right,en
1121900300,1121900300_25_7_left,en
1121900300,1121900300_25_7_right,en
1121900300,1121900300_25_8_left,en
1121900300,1121900300_25_8_right,en
1121900300,1121900300_26_1_left,en
1121900300,1121900300_26_1_right,en
1121900300,1121900300_26_2_left,en
1121900300,1121900300_26_2_right,en
1121900300,1121900300_26_3_left,en
1121900300,1121900300_26_3_right,en
1121900300,1121900300_26_4_left,en
1121900300,1121900300_26_4_right,en
1121900300,1121900300_26_5_left,en
1121900300,1121900300_26_5_right,en
1121900300,1121900300_26_6_left,en
1121900300,1121900300_26_6_right,en
1121900300,1121900300_26_7_left,en
1121900300,1121900300_26_7_right,en
1121900300,1121900300_26_8_left,en
1121900300,1121900300_26_8_right,en
1121900300,1121900300_29_1_left,en
1121900300,1121900300_29_1_right,en
1121900300,1121900300_29_2_left,en
1121900300,1121900300_29_2_right,en
1121900300,1121900300_29_3_left,en
1121900300,1121900300_29_3_right,en
1121900300,1121900300_29_4_left,en
1121900300,1121900300_29_4_right,en
1121900300,1121900300_29_5_left,en
1121900300,1121900300_29_5_right,en
1121900300,1121900300_29_6_left,en
1121900300,1121900300_29_6_right,en
1121900300,1121900300_29_7_left,en
1121900300,1121900300_29_7_right,en
1121900300,1121900300_29_8_left,en
1121900300,1121900300_29_8_right,en
1121900300,1121900300_30_1_left,en
1121900300,1121900300_30_1_right,en
1121900300,1121900300_30_2_left,en
1121900300,1121900300_30_2_right,en
1121900300,1121900300_30_3_left,en
1121900300,1121900300_30_3_right,en
1121900300,1121900300_30_4_left,en
1121900300,1121900300_30_4_right,en
1121900300,1121900300_30_5_left,en
1121900300,1121900300_30_5_right,en
1121900300,1121900300_30_6_left,en
1121900300,1121900300_30_6_right,en
1121900300,1121900300_30_7_left,en
1121900300,1121900300_30_7_right,en
1121900300,1121900300_30_8_left,en
1121900300,1121900300_30_8_right,en
1121900300,1121900300_31_1_left,en
1121900300,1121900300_31_1_right,en
1121900300,1121900300_31_2_left,en
1121900300,1121900300_31_2_right,en
1121900300,1121900300_31_3_left,en
1121900300,1121900300_31_3_right,en
1121900300,1121900300_31_4_left,en
1121900300,1121900300_31_4_right,en
1121900300,1121900300_31_5_left,en
1121900300,1121900300_31_5_right,en
1121900300,1121900300_31_6_left,en
1121900300,1121900300_31_6_right,en
1121900300,1121900300_31_7_left,en
1121900300,1121900300_31_7_right,en
1121900300,1121900300_31_8_left,en
1121900300,1121900300_31_8_right,en
1121900300,1121900300_32_1_left,en
1121900300,1121900300_32_1_right,en
1121900300,1121900300_32_2_left,en
1121900300,1121900300_32_2_right,en
1121900300,1121900300_32_3_left,en
1121900300,1121900300_32_3_right,en
1121900300,1121900300_32_4_left,en
1121900300,1121900300_32_4_right,en
1121900300,1121900300_32_5_left,en
1121900300,1121900300_32_5_right,en
1121900300,1121900300_32_6_left,en
1121900300,1121900300_32_6_right,en
1121900300,1121900300_32_7_left,en
1121900300,1121900300_32_7_right,en
1121900300,1121900300_32_8_left,en
1121900300,1121900300_32_8_right,en
1121900300,1121900300_33_1_left,en
1121900300,1121900300_33_1_right,en
1121900300,1121900300_33_2_left,en
1121900300,1121900300_33_2_right,en
1121900300,1121900300_33_3_left,en
1121900300,1121900300_33_3_right,en
1121900300,1121900300_33_4_left,en
1121900300,1121900300_33_4_right,en
1121900300,1121900300_33_5_left,en
1121900300,1121900300_33_5_right,en
1121900300,1121900300_33_6_left,en
1121900300,1121900300_33_6_right,en
1121900300,1121900300_33_7_left,en
1121900300,1121900300_33_7_right,en
1121900300,1121900300_33_8_left,en
1121900300,1121900300_33_8_right,en
1121900300,1121900300_35_1_left,en
1121900300,1121900300_35_1_right,en
1121900300,1121900300_35_2_left,en
1121900300,1121900300_35_2_right,en
1121900300,1121900300_35_3_left,en
1121900300,1121900300_35_3_right,en
1121900300,1121900300_38_1_left,en
1121900300,1121900300_38_1_right,en
1121900300,1121900300_38_2_left,en
1121900300,1121900300_38_2_right,en
1121900300,1121900300_41_1_left,sc
1121900300,1121900300_41_1_right,sc
1121900300,1121900300_41_2_left,sc
1121900300,1121900300_41_2_right,sc
1121900300,1121900300_41_3_left,sc
1121900300,1121900300_41_3_right,sc
1121900300,1121900300_41_4_left,sc
1121900300,1121900300_41_4_right,sc
1121900300,1121900300_42_1_left,sc
1121900300,1121900300_42_1_right,sc
1121900300,1121900300_42_2_left,sc
1121900300,1121900300_42_2_right,sc
1121900300,1121900300_42_3_left,sc
1121900300,1121900300_42_3_right,sc
1121900300,1121900300_42_4_left,sc
1121900300,1121900300_42_4_right,sc
1121900300,1121900300_42_5_left,sc
1121900300,1121900300_42_5_right,sc
1121900300,1121900300_42_6_left,sc
1121900300,1121900300_42_6_right,sc
1121900300,1121900300_42_7_left,sc
1121900300,1121900300_42_7_right,sc
1121900300,1121900300_42_8_left,sc
1121900300,1121900300_42_8_right,sc
1121900300,1121900300_45_1_left,sc
1121900300,1121900300_45_1_right,sc
1121900300,1121900300_45_2_left,sc
1121900300,1121900300_45_2_right,sc
1121900300,1121900300_45_3_left,sc
1121900300,1121900300_45_3_right,sc
1121900300,1121900300_45_4_left,sc
1121900300,1121900300_45_4_right,sc
1121900300,1121900300_45_5_left,sc
1121900300,1121900300_45_5_right,sc
1121900300,1121900300_45_6_left,sc
1121900300,1121900300_45_6_right,sc
1121900300,1121900300_45_7_left,sc
1121900300,1121900300_45_7_right,sc
1121900300,1121900300_45_8_left,sc
1121900300,1121900300_45_8_right,sc
1121900300,1121900300_47_1_left,sc
1121900300,1121900300_47_1_right,sc
1121900300,1121900300_47_2_left,sc
1121900300,1121900300_47_2_right,sc
1121900300,1121900300_47_3_left,sc
1121900300,1121900300_47_3_right,sc
1121900300,1121900300_47_4_left,sc
1121900300,1121900300_47_4_right,sc
1121900300,1121900300_47_5_left,sc
1121900300,1121900300_47_5_right,sc
1121900300,1121900300_47_6_left,sc
1121900300,1121900300_47_6_right,sc
1121900300,1121900300_48_1_left,sc
1121900300,1121900300_48_1_right,sc
1121900300,1121900300_48_2_left,sc
1121900300,1121900300_48_2_right,sc
1121900300,1121900300_48_3_left,sc
1121900300,1121900300_48_3_right,sc
1121900300,1121900300_48_4_left,sc
1121900300,1121900300_48_4_right,sc
1121900300,1121900300_48_5_left,sc
1121900300,1121900300_48_5_right,sc
1121900300,1121900300_48_6_left,sc
1121900300,1121900300_48_6_right,sc
1121900300,1121900300_48_7_left,sc
1121900300,1121900300_48_7_right,sc
1121900300,1121900300_48_8_left,sc
1121900300,1121900300_48_8_right,sc
1121900300,1121900300_49_1_left,sc
1121900300,1121900300_49_1_right,sc
1121900300,1121900300_49_2_left,sc
1121900300,1121900300_49_2_right,sc
1121900300,1121900300_49_3_left,sc
1121900300,1121900300_49_3_right,sc
1121900300,1121900300_49_4_left,sc
1121900300,1121900300_49_4_right,sc
1121900300,1121900300_49_5_left,sc
1121900300,1121900300_49_5_right,sc
1121900300,1121900300_49_6_left,sc
1121900300,1121900300_49_6_right,sc
1121900300,1121900300_49_7_left,sc
1121900300,1121900300_49_7_right,sc
1121900300,1121900300_49_8_left,sc
1121900300,1121900300_49_8_right,sc
1121900300,1121900300_50_1_left,sc
1121900300,1121900300_50_1_right,sc
1121900300,1121900300_50_2_left,sc
1121900300,1121900300_50_2_right,sc
1121900300,1121900300_50_3_left,sc
1121900300,1121900300_50_3_right,sc
1121900300,1121900300_50_4_left,sc
1121900300,1121900300_50_4_right,sc
1121900300,1121900300_50_5_left,sc
1121900300,1121900300_50_5_right,sc
1121900300,1121900300_50_6_left,sc
1121900300,1121900300_50_6_right,sc
1121900300,1121900300_50_7_left,sc
1121900300,1121900300_50_7_right,sc
1121900300,1121900300_51_1_left,sc
1121900300,1121900300_51_1_right,sc
1121900300,1121900300_51_2_left,sc
1121900300,1121900300_51_2_right,sc
1121900300,1121900300_51_3_left,sc
1121900300,1121900300_51_3_right,sc
1121900300,1121900300_51_4_left,sc
1121900300,1121900300_51_4_right,sc
1121900300,1121900300_51_5_left,sc
1121900300,1121900300_51_5_right,sc
1121900300,1121900300_51_6_left,sc
1121900300,1121900300_51_6_right,sc
