book_id,image_name,kingdom
1238001400,1238001400_10_1_left,en
1238001400,1238001400_10_1_right,en
1238001400,1238001400_10_2_left,en
1238001400,1238001400_10_2_right,en
1238001400,1238001400_10_3_left,en
1238001400,1238001400_10_3_right,en
1238001400,1238001400_10_4_left,en
1238001400,1238001400_10_4_right,en
1238001400,1238001400_10_5_left,en
1238001400,1238001400_10_5_right,en
1238001400,1238001400_10_6_left,en
1238001400,1238001400_10_6_right,en
1238001400,1238001400_10_7_left,en
1238001400,1238001400_10_7_right,en
1238001400,1238001400_10_8_left,en
1238001400,1238001400_10_8_right,en
1238001400,1238001400_11_1_left,en
1238001400,1238001400_11_1_right,en
1238001400,1238001400_11_2_left,en
1238001400,1238001400_11_2_right,en
1238001400,1238001400_11_3_left,en
1238001400,1238001400_11_3_right,en
1238001400,1238001400_11_4_left,en
1238001400,1238001400_11_4_right,en
1238001400,1238001400_11_5_left,en
1238001400,1238001400_11_5_right,en
1238001400,1238001400_11_6_left,en
1238001400,1238001400_11_6_right,en
1238001400,1238001400_11_7_left,en
1238001400,1238001400_11_7_right,en
1238001400,1238001400_11_8_left,en
1238001400,1238001400_11_8_right,en
1238001400,1238001400_12_1_left,en
1238001400,1238001400_12_1_right,en
1238001400,1238001400_12_2_left,en
1238001400,1238001400_12_2_right,en
1238001400,1238001400_12_3_left,en
1238001400,1238001400_12_3_right,en
1238001400,1238001400_12_4_left,en
1238001400,1238001400_12_4_right,en
1238001400,1238001400_12_5_left,en
1238001400,1238001400_12_5_right,en
1238001400,1238001400_12_6_left,en
1238001400,1238001400_12_6_right,en
1238001400,1238001400_12_7_left,en
1238001400,1238001400_12_7_right,en
1238001400,1238001400_12_8_left,en
1238001400,1238001400_12_8_right,en
1238001400,1238001400_1_1_left,en
1238001400,1238001400_1_1_right,en
1238001400,1238001400_1_2_left,en
1238001400,1238001400_1_2_right,en
1238001400,1238001400_5_1_left,en
1238001400,1238001400_5_1_right,en
1238001400,1238001400_5_2_left,en
1238001400,1238001400_5_2_right,en
1238001400,1238001400_5_3_left,en
1238001400,1238001400_5_3_right,en
1238001400,1238001400_5_4_left,en
1238001400,1238001400_5_4_right,en
1238001400,1238001400_5_5_left,en
1238001400,1238001400_5_5_right,en
1238001400,1238001400_5_6_left,en
1238001400,1238001400_5_6_right,en
1238001400,1238001400_5_7_left,en
1238001400,1238001400_5_7_right,en
1238001400,1238001400_5_8_left,en
1238001400,1238001400_5_8_right,en
1238001400,1238001400_6_1_left,en
1238001400,1238001400_6_1_right,en
1238001400,1238001400_6_2_left,en
1238001400,1238001400_6_2_right,en
1238001400,1238001400_6_3_left,en
1238001400,1238001400_6_3_right,en
1238001400,1238001400_6_4_left,en
1238001400,1238001400_6_4_right,en
1238001400,1238001400_6_5_left,en
1238001400,1238001400_6_5_right,en
1238001400,1238001400_6_6_left,en
1238001400,1238001400_6_6_right,en
1238001400,1238001400_6_7_left,en
1238001400,1238001400_6_7_right,en
1238001400,1238001400_6_8_left,en
1238001400,1238001400_6_8_right,en
1238001400,1238001400_7_1_left,en
1238001400,1238001400_7_1_right,en
1238001400,1238001400_7_2_left,en
1238001400,1238001400_7_2_right,en
1238001400,1238001400_7_3_left,en
1238001400,1238001400_7_3_right,en
1238001400,1238001400_7_4_left,en
1238001400,1238001400_7_4_right,en
1238001400,1238001400_7_5_left,en
1238001400,1238001400_7_5_right,en
1238001400,1238001400_7_6_left,en
1238001400,1238001400_7_6_right,en
1238001400,1238001400_7_7_left,en
1238001400,1238001400_7_7_right,en
1238001400,1238001400_7_8_left,en
1238001400,1238001400_7_8_right,en
1238001400,1238001400_8_1_left,en
1238001400,1238001400_8_1_right,en
1238001400,1238001400_8_2_left,en
1238001400,1238001400_8_2_right,en
1238001400,1238001400_8_3_left,en
1238001400,1238001400_8_3_right,en
1238001400,1238001400_8_4_left,en
1238001400,1238001400_8_4_right,en
1238001400,1238001400_8_5_left,en
1238001400,1238001400_8_5_right,en
1238001400,1238001400_8_6_left,en
1238001400,1238001400_8_6_right,en
1238001400,1238001400_8_7_left,en
1238001400,1238001400_8_7_right,en
1238001400,1238001400_8_8_left,en
1238001400,1238001400_8_8_right,en
1238001400,1238001400_9_1_left,en
1238001400,1238001400_9_1_right,en
1238001400,1238001400_9_2_left,en
1238001400,1238001400_9_2_right,en
1238001400,1238001400_9_3_left,en
1238001400,1238001400_9_3_right,en
1238001400,1238001400_9_4_left,en
1238001400,1238001400_9_4_right,en
1238001400,1238001400_9_5_left,en
1238001400,1238001400_9_5_right,en
1238001400,1238001400_9_6_left,en
1238001400,1238001400_9_6_right,en
1238001400,1238001400_9_7_left,en
1238001400,1238001400_9_7_right,en
1238001400,1238001400_9_8_left,en
1238001400,1238001400_9_8_right,en
