book_id,image_name,kingdom
1359700100,1359700100_264_1_left,sc
1359700100,1359700100_264_1_right,sc
1359700100,1359700100_264_2_left,sc
1359700100,1359700100_264_2_right,sc
1359700100,1359700100_264_3_left,sc
1359700100,1359700100_264_3_right,sc
1359700100,1359700100_265_1_left,sc
1359700100,1359700100_265_1_right,sc
1359700100,1359700100_265_2_left,sc
1359700100,1359700100_265_2_right,sc
1359700100,1359700100_265_3_left,sc
1359700100,1359700100_265_3_right,sc
1359700100,1359700100_265_4_left,sc
1359700100,1359700100_265_4_right,sc
1359700100,1359700100_265_5_left,sc
1359700100,1359700100_265_5_right,sc
1359700100,1359700100_265_6_left,sc
1359700100,1359700100_265_6_right,sc
1359700100,1359700100_265_7_left,sc
1359700100,1359700100_265_7_right,sc
1359700100,1359700100_265_8_left,sc
1359700100,1359700100_265_8_right,sc
1359700100,1359700100_266_1_left,sc
1359700100,1359700100_266_1_right,sc
1359700100,1359700100_266_2_left,sc
1359700100,1359700100_266_2_right,sc
1359700100,1359700100_266_3_left,sc
1359700100,1359700100_266_3_right,sc
1359700100,1359700100_266_4_left,sc
1359700100,1359700100_266_4_right,sc
1359700100,1359700100_266_5_left,sc
1359700100,1359700100_266_5_right,sc
1359700100,1359700100_266_6_left,sc
1359700100,1359700100_266_6_right,sc
1359700100,1359700100_266_7_left,sc
1359700100,1359700100_266_7_right,sc
1359700100,1359700100_266_8_left,sc
1359700100,1359700100_266_8_right,sc
1359700100,1359700100_267_1_left,sc
1359700100,1359700100_267_1_right,sc
1359700100,1359700100_267_2_left,sc
1359700100,1359700100_267_2_right,sc
1359700100,1359700100_267_3_left,sc
1359700100,1359700100_267_3_right,sc
1359700100,1359700100_267_4_left,sc
1359700100,1359700100_267_4_right,sc
1359700100,1359700100_267_5_left,sc
1359700100,1359700100_267_5_right,sc
1359700100,1359700100_267_6_left,sc
1359700100,1359700100_267_6_right,sc
1359700100,1359700100_267_7_left,sc
1359700100,1359700100_267_7_right,sc
1359700100,1359700100_267_8_left,sc
1359700100,1359700100_267_8_right,sc
1359700100,1359700100_268_1_left,sc
1359700100,1359700100_268_1_right,sc
1359700100,1359700100_268_2_left,sc
1359700100,1359700100_268_2_right,sc
1359700100,1359700100_268_3_left,sc
1359700100,1359700100_268_3_right,sc
1359700100,1359700100_268_4_left,sc
1359700100,1359700100_268_4_right,sc
1359700100,1359700100_268_5_left,sc
1359700100,1359700100_268_5_right,sc
1359700100,1359700100_268_6_left,sc
1359700100,1359700100_268_6_right,sc
1359700100,1359700100_268_7_left,sc
1359700100,1359700100_268_7_right,sc
1359700100,1359700100_268_8_left,sc
1359700100,1359700100_268_8_right,sc
1359700100,1359700100_271_1_left,sc
1359700100,1359700100_271_1_right,sc
1359700100,1359700100_271_2_left,sc
1359700100,1359700100_271_2_right,sc
1359700100,1359700100_271_3_left,sc
1359700100,1359700100_271_3_right,sc
1359700100,1359700100_271_4_left,sc
1359700100,1359700100_271_4_right,sc
1359700100,1359700100_271_5_left,sc
1359700100,1359700100_271_5_right,sc
1359700100,1359700100_271_6_left,sc
1359700100,1359700100_271_6_right,sc
1359700100,1359700100_271_7_left,sc
1359700100,1359700100_271_7_right,sc
1359700100,1359700100_271_8_left,sc
1359700100,1359700100_271_8_right,sc
1359700100,1359700100_272_1_left,sc
1359700100,1359700100_272_1_right,sc
1359700100,1359700100_272_2_left,sc
1359700100,1359700100_272_2_right,sc
1359700100,1359700100_272_3_left,sc
1359700100,1359700100_272_3_right,sc
1359700100,1359700100_272_4_left,sc
1359700100,1359700100_272_4_right,sc
1359700100,1359700100_272_5_left,sc
1359700100,1359700100_272_5_right,sc
1359700100,1359700100_272_6_left,sc
1359700100,1359700100_272_6_right,sc
1359700100,1359700100_272_7_left,sc
1359700100,1359700100_272_7_right,sc
1359700100,1359700100_272_8_left,sc
1359700100,1359700100_272_8_right,sc
1359700100,1359700100_273_1_left,sc
1359700100,1359700100_273_1_right,sc
1359700100,1359700100_273_2_left,sc
1359700100,1359700100_273_2_right,sc
